,selected,adaptive,aic_BM,aic_OU1,aic_OU2,disp_r,alpha_OU1,dtheta_OU2
Rnf220,BM,False,1325.2931600938145,1326.7572545970997,1328.7479166516139,0.41612330014800925,0.029568819352885703,0.016469546558461445
Kif2c,OU2,True,1665.9164970037364,1667.3432437607642,1665.8464504205679,0.4823901640376404,0.004181662535221101,1.0185221764891343
Eif2b3,OU1,False,2126.0086990802283,2123.917364831709,2125.1600948808386,1.0963812967057511,0.056753892261295374,0.09146919492538252
Urod,OU1,False,2006.5205042381758,2003.0918305438097,2004.8759010624365,1.0517470023993518,0.056753892261295374,0.04506107525393421
Toe1,BM,False,1318.2024110016923,1320.2024110016923,1321.6988600540456,0.43864688349189745,0.0,1.3501962780469623
Ccdc163,OU1,False,1392.0275845029882,1384.6485393840087,1386.373166842,0.5519692911296897,0.10893246187363835,0.31659870517852706
Mmachc,OU1,False,1590.473799394993,1583.5013313059494,1585.338349691507,0.5947834879994045,0.029568819352885703,0.3044835861619286
Prdx1,OU1,False,3032.552934017377,3028.919001641219,3030.8530900849673,5.0342990898438575,0.029568819352885703,0.0493905406111903
Akr1a1,OU1,False,2736.302259164575,2730.9787928324245,2732.413625775174,9.144522839446262,0.01540537649643895,0.1305631425818614
Nasp,OU2,True,2175.56826409043,2174.5167228624323,2162.373994943708,1.1366164509001098,0.01540537649643895,1.6547705523560685
Ipp,BM,False,1481.6157470766807,1482.2350586331372,1484.0260901216097,0.5179834797957272,0.029568819352885703,0.18934776720574753
Pomgnt1,BM,False,1859.3508228621827,1861.2968977149228,1862.9808648826202,0.786008727016484,0.002178649237472767,1.7385070134614975
Rad54l,OU1,False,1721.2814474166685,1720.1907592089433,1721.0977299537537,0.5095776103192027,0.10893246187363835,0.21344216581517284
Lrrc41,OU2,True,2529.873624039253,2527.991981260514,2527.6030005250823,1.6404976196810068,0.10893246187363835,0.24660066778666057
Mknk1,OU1,False,1645.5297033040765,1643.800215129255,1645.7883786450323,0.6366027677355593,0.10893246187363835,0.016844794867331814
Atpaf1,OU1,False,1545.5864462120655,1542.9520651987136,1544.4770656813039,0.696796809251516,0.056753892261295374,0.3231444334647482
Stil,OU2,True,1530.991168005576,1527.9821893329495,1522.0057955014763,0.5363047308998581,0.056753892261295374,1.45697769886053
Cmpk1,BM,False,2489.083942175013,2490.2947137870424,2492.1229999709767,2.780516521261927,0.004181662535221101,0.27751275672919906
Ebna1bp2,OU1,False,2310.8210985205533,2306.818098670864,2308.666440879244,1.719346057491732,0.10893246187363835,0.024838698731625364
Aldh4a1,OU1,False,1475.90090121483,1473.9113425299902,1474.5984809637685,0.4602737191671634,0.10893246187363835,0.4520357208313097
Mrto4,OU1,False,2074.2461417352633,2069.2925905015813,2071.269898534943,1.5464666582088196,0.10893246187363835,0.0057431776819392155
Akr7a5,BM,False,1756.6204853547417,1758.2283676172967,1760.2235887302459,0.8425039869498562,0.004181662535221101,0.07280380778067208
Pqlc2,BM,False,1678.2722786694446,1680.2722786694446,1682.2722786694446,0.6044534183046555,0.0,4.3605819315530745
Capzb,OU1,False,2523.3491502435313,2516.2047148101956,2517.5684157143137,8.323337603117244,0.056753892261295374,0.09526522599074205
Pink1,BM,False,1388.7098181872766,1390.137441673494,1392.0720558323685,0.42661499952055704,0.004181662535221101,0.7225604278221791
Ddost,BM,False,2746.659740354935,2747.181839519666,2748.337057656055,7.670088939853891,0.008026212415338536,0.8923752075384499
Hp1bp3,OU1,False,2457.2045329747734,2455.047659650805,2456.871838037128,2.4547844645756887,0.01540537649643895,0.07500270112122642
Eif4g3,OU1,False,2218.5914746006247,2214.369035075784,2215.9886631736504,1.8026477071586209,0.056753892261295374,0.0759828943173737
Hspg2,OU1,False,2982.273264967411,2976.6859292449913,2978.2337842246907,4.1702247188661925,0.029568819352885703,0.19622254306850984
Ptpn12,OU2,True,1333.665600800155,1331.5376642816657,1331.4184881283636,0.43916521274631215,0.10893246187363835,0.575592442731883
Zcchc17,OU1,False,2160.750422176095,2157.8209301511074,2159.7240118691684,1.2792837555569094,0.056753892261295374,0.0382965748034092
Tinagl1,BM,False,3016.0428228616192,3018.0428228616192,3019.396488212241,1.8728794951883185,0.0,2.9022881280656287
Pef1,OU1,False,2048.754161717382,2046.8536656752865,2048.85361680419,1.001934428629171,0.10893246187363835,0.001215209971121567
Ptp4a2,OU2,True,2782.554700470524,2781.8254811165175,2778.596934807158,6.462685905245199,0.01540537649643895,0.3012424400867344
Azin2,OU1,False,978.2938053248885,977.7750943480977,978.7869853920733,0.3670279935584412,0.029568819352885703,0.9137998117210424
Khdrbs1,OU1,False,2458.524176952538,2452.4581328986437,2454.442555432186,2.7350476043024665,0.10893246187363835,0.04663298405688465
Ak2,OU1,False,2452.7569124353436,2448.0675249013666,2449.4393435586617,2.947539321636235,0.10893246187363835,0.1534752596806621
Phc2,OU1,False,2092.8327695293033,2089.802469056252,2091.775081977629,1.2970787804774266,0.10893246187363835,0.016046099666403357
Tmem234,OU1,False,2358.505309397821,2354.279729152773,2355.9185791584587,3.811506836043724,0.056753892261295374,0.06843119558204247
Eif3i,OU1,False,2488.62904983167,2484.2981086792993,2484.505630114107,1.7934084794280212,0.056753892261295374,0.26847264099894197
Zfp362,BM,False,1128.243851096151,1128.7679495185482,1130.3954507719495,0.4082974404000543,0.029568819352885703,0.46718618591825933
Hdac1,OU2,True,2577.37258343041,2577.6123970852386,2573.247008835112,2.8912961807677426,0.004181662535221101,0.5303871846526631
Srrm1,OU1,False,2346.900754960837,2342.814925140403,2344.7396034584203,2.5795027896096903,0.029568819352885703,0.04431875428286691
Yars,OU2,True,2563.2669269602325,2561.603041788183,2556.723671582056,2.398875210576551,0.029568819352885703,0.6195759312671507
Sfpq,OU1,False,1884.9446013321376,1882.0146255601903,1883.5305596649457,1.0485386774670924,0.10893246187363835,0.0906369459336851
Syf2,BM,False,2072.2306304697195,2073.9933181811,2073.752749394359,1.306293452182184,0.002178649237472767,0.5149841264239416
Tmem50a,BM,False,2398.9306334593143,2400.242052680855,2402.2114699172307,4.735571096263061,0.008026212415338536,0.07289997273048954
AU040320,OU1,False,2159.237583070445,2157.549834612699,2159.5343505857068,1.268970823715946,0.10893246187363835,0.02967114530173287
Stmn1,OU2,True,2463.343750524774,2462.57133692534,2458.3266723541906,1.7013518212041643,0.008026212415338536,1.1675536095233658
Ncdn,OU2,True,1982.3033299338017,1983.665974409539,1982.040638604101,0.841110109879701,0.004181662535221101,0.6631569104630852
Psmb2,OU2,True,2479.333574592591,2476.9199529244133,2476.5920218293795,5.094993311714007,0.01540537649643895,0.4517040051198302
Zfp593,BM,False,1437.9158220353652,1438.8785811131704,1440.2937863668703,0.5189984815019142,0.01540537649643895,0.23543342057559302
Sh3bgrl3,OU1,False,2333.4607610240373,2333.219593365324,2334.713855305099,3.910180629202484,0.008026212415338536,0.13627253497159142
Trappc3,OU1,False,2207.0212071358515,2202.618548725446,2204.581484278484,1.8696681611585042,0.029568819352885703,0.026454875006566958
Gpn2,BM,False,1398.992952018593,1400.992952018593,1402.8360186142297,0.5205025514415476,0.0,0.4680414253473586
Map7d1,OU2,True,2328.323918187449,2319.7695935277666,2318.3346613924455,3.0869257561182604,0.10893246187363835,0.8588715775282383
Nudc,OU1,False,2442.60337837543,2438.7577833839223,2440.7467238754134,3.411827207406974,0.10893246187363835,0.020145058423170603
Slc9a1,OU1,False,1554.70239623891,1554.0202130501616,1554.6217071861195,0.6737181561524683,0.01540537649643895,0.5492654240245418
Tmem222,OU2,True,2195.186195833142,2193.6897021967234,2192.9576926866325,1.1378785488150127,0.029568819352885703,0.21023538186767876
Mrps15,BM,False,2040.236444785154,2041.9452623070542,2043.884086920578,2.7492985552729055,0.004181662535221101,0.31527175083416115
Meaf6,OU1,False,1665.765697028567,1663.621853261791,1665.2875075167929,0.8639915099116876,0.10893246187363835,0.1791408222998414
Wasf2,OU1,False,2348.020132120996,2346.7649939376934,2348.3029546683947,3.941401685410713,0.10893246187363835,0.11161193354519128
Gnl2,OU1,False,2314.447417849369,2309.8059583602108,2311.00296671155,1.2517020253177205,0.10893246187363835,0.09544319403723822
Cdca8,BM,False,2143.925312885319,2144.7231778657274,2145.537310277483,0.7130042200521965,0.008026212415338536,0.2705130866597454
Fam76a,OU1,False,2022.4517971239127,2019.2350872439436,2020.1896972698114,1.1898133708164047,0.056753892261295374,0.26770595731475044
Stx12,OU1,False,2482.942233528773,2477.562145553203,2478.589389842068,1.7119570983933494,0.10893246187363835,0.1302660405328897
Ppp1r8,OU1,False,1660.6675199921929,1660.2648314433159,1660.7928276545601,0.7467644119095169,0.10893246187363835,0.3028152248746494
Sema3a,OU1,False,1754.0251752183872,1751.7467915198326,1753.5536960446639,0.5523142192100434,0.01540537649643895,0.4557697012886708
Rpa2,OU2,True,2162.703484087721,2162.437468964576,2158.43591686348,0.8838920700829649,0.01540537649643895,0.511893483891912
Eya3,OU2,True,1782.1098352546423,1773.1908788323979,1769.049989608992,0.7354582669648958,0.10893246187363835,1.5264114661397752
Yrdc,OU2,True,1973.3460215433252,1968.6084977115843,1968.095353487118,1.1481301787119556,0.029568819352885703,0.722156546640357
Sesn2,OU1,False,2052.7422756029787,2045.8001743770553,2047.7601146060151,0.8364017816756295,0.10893246187363835,0.05002971037438808
Inpp5b,OU1,False,2255.2990491648884,2246.2127259914564,2247.980965591955,1.1386998296682531,0.10893246187363835,0.2294856931368603
Rcc1,BM,False,1760.6952855661193,1762.0484783707104,1762.5214932179515,0.6452493437615913,0.01540537649643895,0.3405456569432017
Trnau1ap,OU1,False,2101.1808487546327,2097.7188788692765,2099.4144140101225,1.2867530240034486,0.056753892261295374,0.13672547822836734
Taf12,OU1,False,2191.836915848204,2189.223841512437,2190.48941698741,1.367826901094812,0.10893246187363835,0.08407090973196496
Sf3a3,OU2,True,2431.079811152359,2430.1932004736386,2427.6793193800995,1.7754383300001044,0.01540537649643895,0.4532726389659745
Epb41,OU1,False,1372.7544216554047,1371.2694660876064,1373.2404314385674,0.5308656866203277,0.029568819352885703,0.11946386514405605
Utp11,OU1,False,2251.536982012956,2247.010876697789,2248.9627485109368,2.349729326873938,0.01540537649643895,0.03845511223988396
Mecr,BM,False,1931.3749156501608,1931.854055984012,1931.9658276631037,0.9009081147916008,0.01540537649643895,0.2891487467414082
Srsf4,OU1,False,2202.661811423617,2197.0221117247834,2198.7900401392412,1.4028123107126234,0.10893246187363835,0.14769997318387773
Casp9,OU1,False,1673.0030087985479,1669.4257488753447,1670.13700770461,0.6821920416604508,0.10893246187363835,0.28305222036706823
Fbxo42,BM,False,1776.507749322278,1778.507749322278,1780.3921873005545,0.6397466427270113,0.0,1.1819347622088565
Necap2,OU1,False,2415.8811792306483,2413.5395789280024,2415.1200322657896,2.972959076994475,0.056753892261295374,0.10043318445221683
Cdk14,OU1,False,2352.185933364233,2349.9103645018918,2350.605261023817,1.5845599932732555,0.029568819352885703,0.14921011846153132
Padi2,OU1,False,1440.8585131127925,1434.9829801726205,1436.9716653471917,0.5226705033258605,0.10893246187363835,0.05263944899570383
Kcnab2,OU2,True,2109.6029584967478,2108.971613501609,2102.1665542873925,1.476637605893849,0.01540537649643895,1.01250448608609
Psmc2,OU1,False,2519.710062572185,2509.1711231564723,2510.788546516354,3.5129647492616134,0.10893246187363835,0.03843086486305669
Rpl22,OU1,False,2119.1469773753033,2115.115723853913,2116.058967892833,3.4099760028318,0.056753892261295374,0.23901549138191136
Acot7,BM,False,2772.214454781092,2772.7204302617733,2774.714273853982,4.517461522918818,0.01540537649643895,0.019462484261779878
Espn,BM,False,1608.4514560571643,1608.4659689428877,1609.4293380138356,0.8747140576735284,0.01540537649643895,0.7856648852474266
Rheb,OU1,False,2484.0315059294117,2483.529266041866,2485.529264395569,5.489374733986202,0.008026212415338536,0.00630453526322583
Nol9,BM,False,1989.1708476634324,1990.10098462384,1991.1704795458998,0.8274250653440979,0.10893246187363835,0.3000934991188693
Abcf2,OU1,False,2622.298452777826,2617.2053721616317,2619.1336698369564,2.3970355089410704,0.10893246187363835,0.04234438829520215
Nub1,BM,False,2145.041294060814,2145.1297538179315,2145.551331247378,1.1206157551150728,0.056753892261295374,0.3807484660697904
Vamp3,OU1,False,2603.7802191228493,2602.135404840382,2602.607445674428,2.9399196259297544,0.008026212415338536,0.2674912933336655
Per3,BM,False,1931.3530860292876,1932.916370000606,1934.158949717246,0.8008305299276856,0.10893246187363835,0.17226323783805864
Fastk,OU1,False,2283.5938751743606,2282.6152604327403,2284.4470578510795,1.7715590438303717,0.008026212415338536,0.13178594489800055
Ube4b,OU1,False,2314.0436606395274,2308.159352990539,2309.5822953096367,1.7773222021367263,0.10893246187363835,0.1489329248211666
Pgd,OU1,False,2341.305830919915,2338.8773175706447,2340.3888754377062,1.4870056280507682,0.10893246187363835,0.06959750271706522
Slc4a2,BM,False,2213.165254583865,2213.4899034624555,2214.6723214669546,1.1955078094487417,0.01540537649643895,0.24836166990981212
Park7,OU1,False,2391.1782674301853,2390.082582199686,2391.8860681638425,4.099057714242467,0.01540537649643895,0.09972498914885541
Errfi1,BM,False,2173.6069231331203,2175.6069231331203,2176.5107319739545,0.5571884950189318,0.0,2.969311879307819
Cdk5,OU1,False,1772.857953005193,1771.6805491991026,1773.6641777878654,0.7758826460420427,0.056753892261295374,0.026383882216414634
Abcb1b,OU1,False,1565.376231638896,1559.9749873509647,1561.7520972425386,0.5470937447607213,0.056753892261295374,0.283262030203395
Abcb8,OU1,False,1656.2684958567788,1652.725137592771,1654.6303260590457,0.6391724237217326,0.029568819352885703,0.18504236080352232
Pex14,OU2,True,1921.2168134022236,1922.9396392245994,1920.7038599548277,1.0806512229984695,0.002178649237472767,2.1660055752556957
Lzic,OU1,False,2060.6529982895413,2056.480466732839,2057.9017766883517,1.3764977329564898,0.10893246187363835,0.23391302447180706
Mtor,OU2,True,1867.9459294765538,1866.7557897699837,1864.5273659639306,0.9048252433380204,0.029568819352885703,0.5575747995936347
Fam126a,OU1,False,1660.0316163930086,1660.0079195137362,1661.9273643540344,0.5474687873434784,0.029568819352885703,0.11911719367655405
Tomm7,OU1,False,1976.5823918760154,1976.1034301259722,1977.464798978115,3.23722884975475,0.01540537649643895,0.16421592093982973
Rint1,OU1,False,1737.6229022865984,1735.4282713414068,1737.4135677792042,0.6770030907663188,0.10893246187363835,0.022087925915217355
Mad2l2,BM,False,1854.931174706561,1855.9380337305147,1857.4232420752335,1.0592899645422384,0.004181662535221101,0.1627422318830103
Kmt2e,OU1,False,2415.402783525616,2409.1671879663063,2411.016710799171,1.655591674657958,0.10893246187363835,0.014801608375305975
Mthfr,OU1,False,1935.7635961100962,1934.200937895554,1934.9112196167664,0.7760756087352859,0.01540537649643895,0.8037805094472041
Orc5,OU1,False,1429.823942353131,1424.8644723797895,1425.6620671357125,0.451450964834259,0.10893246187363835,0.5408225460335938
Dnajc2,BM,False,1727.2454638708346,1729.14199391578,1730.1888108919181,0.8770195792417514,0.004181662535221101,2.9523027595252054
Clcn6,OU1,False,2024.1884380594731,2022.5652339136545,2023.55904288652,1.058711740273791,0.056753892261295374,0.2722985510651874
Pmpcb,OU1,False,2390.8592755813315,2386.2759197317587,2386.5504547726578,1.818991609103006,0.10893246187363835,0.32179315713117074
Nppb,OU1,False,2431.100936282241,2427.7464622713,2429.688815141422,0.9249476968397397,0.10893246187363835,0.09146912746172209
Mfn2,OU2,True,2443.928370254064,2443.2263940073335,2440.668824044026,1.7490821147068987,0.008026212415338536,0.9966422819734033
Miip,BM,False,1342.240752838468,1343.1224249495078,1343.068888923998,0.35180994187186915,0.008026212415338536,1.5154806734320725
Tprgl,BM,False,2071.535665199155,2072.9009285693137,2074.5015707741636,0.965935846429587,0.004181662535221101,1.5412432872905333
Acap3,BM,False,2349.3076173606114,2349.938556365109,2351.933316937597,1.5842931603590802,0.056753892261295374,0.016457350662798298
Ints11,BM,False,2504.242550048172,2506.242550048172,2507.309357744464,2.279717981907254,0.0,1.3991668224723037
Atad3a,OU2,True,2158.0011511459184,2157.9443646847735,2157.905450047505,1.1413352248249469,0.008026212415338536,0.6412695783701414
Ssu72,OU1,False,2297.525660154698,2292.570161074807,2294.5593835299132,2.319727558282267,0.056753892261295374,0.009672513766870061
Rer1,OU1,False,2565.1667910791302,2564.034402590034,2565.8512885219543,4.7120355096333615,0.008026212415338536,0.137019747943933
Ski,OU2,True,2174.105360186579,2168.1024525428334,2167.5321348385937,1.6490959831292338,0.10893246187363835,0.3947841481079113
Mib2,OU2,True,1243.553113692281,1245.553113692281,1240.7728164005503,0.3576900740095078,0.0,1.913021044519517
Cdk11b,OU1,False,1932.9138144725857,1931.1650397398225,1931.5788716175725,0.8680774215831567,0.10893246187363835,0.1597657306151552
Nadk,BM,False,2747.8759345858093,2748.270467724442,2749.6428680624667,4.060769702077934,0.008026212415338536,0.4854138307399687
Gnb1,OU2,True,2843.098351141499,2841.553347118661,2840.359713209479,10.815787321054641,0.029568819352885703,0.4192003781577913
Mrpl20,OU1,False,2271.752127640808,2260.9013383216547,2261.979442015175,3.8661336339442776,0.056753892261295374,0.22162164732476253
Ccnl2,BM,False,2254.2613132431065,2255.7916271380095,2256.3952039582005,1.327881984904588,0.004181662535221101,1.467969628906232
Dvl1,OU1,False,1769.6400027857426,1768.336864737278,1770.3370055953396,0.7424231792165511,0.029568819352885703,0.001923317152430215
Cptp,BM,False,2448.263655347732,2449.02213759984,2450.5194703770067,1.5135947942877501,0.008026212415338536,0.4809438418290668
Sdf4,OU1,False,2647.0208919428605,2645.021151970654,2646.9451879655708,2.8098150216076525,0.01540537649643895,0.04822515229165791
Adgra3,OU1,False,1686.0126785727082,1684.4460054003914,1686.4459826436123,0.538974340588745,0.056753892261295374,0.0003072911119481603
Afap1,OU1,False,2732.352708322398,2725.1225672668143,2725.7121811603574,3.924305364965179,0.10893246187363835,0.22820243538502805
Rgs12,OU2,True,2583.1389325839336,2578.755566467394,2575.7077135318436,1.8127309028377636,0.056753892261295374,1.3693989935514255
Lrpap1,OU1,False,2565.358967164309,2557.8272653714002,2559.3635801469,3.1276966473600627,0.10893246187363835,0.0852255737409342
Htt,OU1,False,2078.8337513171105,2075.258139796306,2076.81411976291,0.9368316605822508,0.10893246187363835,0.08246228107787257
Add1,OU1,False,2568.9145213461375,2567.309203869477,2567.514513069299,2.8042266164820013,0.029568819352885703,0.26821958417960357
Pcdh7,OU1,False,1816.4043892719176,1814.6378898812072,1816.603577848562,0.6667977083647614,0.056753892261295374,0.017010724027760382
Rnf4,BM,False,2730.7885554263153,2732.148498336588,2734.111950650146,3.0599223984417137,0.002178649237472767,0.33634606289238267
Nelfa,OU1,False,2007.0802936618406,2006.9650093803607,2007.861325681622,0.9339282980541121,0.029568819352885703,0.2036537624419843
Man2b2,OU1,False,2448.745159288966,2447.1927428300255,2449.12204931327,1.4585567685056862,0.01540537649643895,0.1055917036202425
Evc,OU1,False,1677.3922481135678,1672.5779956691815,1674.2691025315498,0.5790229402215046,0.056753892261295374,0.2629304427395196
Stx18,OU1,False,2036.4536523566358,2036.3232726636727,2036.5060172613703,0.9961317321412937,0.056753892261295374,0.26546733952910007
Rab28,OU1,False,2509.9521264583173,2506.9298936391997,2507.6820930719646,2.0888026045398043,0.10893246187363835,0.41948324648631186
Dnajb6,OU1,False,2158.4642438067754,2155.1308783356194,2155.7811694306065,3.337047592880979,0.10893246187363835,0.18052494409410702
Fosl2,OU1,False,2065.2333164097877,2061.708974167489,2063.6603405207957,0.8048531425895241,0.10893246187363835,0.053896939314372894
Slc4a1ap,BM,False,1471.0204920678518,1473.0204920678518,1475.0204920678523,0.5450496005545249,0.0,3.914754716668315
Eif2b4,OU1,False,1847.9209584881617,1846.5414956313182,1846.8672885855472,0.8387676751137483,0.10893246187363835,0.26807112116177656
Snx17,OU1,False,2558.043789610147,2549.913331178322,2551.8634952361235,2.609981013243822,0.10893246187363835,0.022188525316608754
Ppm1g,BM,False,2556.858796046614,2557.869568568152,2558.3112849088325,2.0478304550664688,0.029568819352885703,0.2894570142785948
Nrbp1,OU1,False,2558.6636504130747,2556.407969892179,2558.2057353883747,1.932352689141136,0.10893246187363835,0.056222107432206236
Ociad1,OU1,False,2611.662667796381,2598.060352491369,2599.8857258900957,4.604663198281467,0.10893246187363835,0.016094504572539137
Sgcb,OU1,False,2676.007733889326,2672.1098520195787,2673.5116718678782,2.4806503656946584,0.01540537649643895,0.40578032379903295
Emilin1,OU1,False,2396.785934367723,2392.3862665115093,2393.67467919548,1.34487858340097,0.029568819352885703,0.4025056540555818
Agbl5,BM,False,849.0911004506862,851.0911004506862,853.0911004506862,0.2951312273294127,0.0,1.6190125870694667
Mapre3,OU1,False,1637.8629785376013,1631.48226375343,1633.1025095740167,0.7073769637441099,0.10893246187363835,0.1928275289713346
Dhx15,OU1,False,2672.2463173968267,2668.119019944475,2669.575944195884,2.8694674901514765,0.10893246187363835,0.4957888392136276
Pgm2,OU1,False,1715.3109004478613,1713.750950328906,1715.1061964288326,0.6556223166602386,0.10893246187363835,0.3894017315038951
Sepsecs,BM,False,1474.5706416234307,1475.915031147747,1476.3610883731299,0.472633280507138,0.008026212415338536,2.985613967199586
Tbc1d1,BM,False,2060.2323711298645,2062.122770900153,2063.9688935426043,0.9581922528475922,0.002178649237472767,0.7020444629756435
Slc35f6,OU1,False,2271.989299199149,2271.271395679012,2271.4162716087253,1.3702302097185424,0.029568819352885703,0.2638723319106111
Anapc4,BM,False,2560.380822008145,2560.7138369368777,2562.7070657758536,2.0611154821020117,0.01540537649643895,0.032071473223945546
Cenpa,OU2,True,2448.680545054739,2450.2037770296633,2447.8042688318164,0.8036625931112584,0.004181662535221101,0.8277786933425766
Klf3,OU1,False,2260.1052746590058,2258.856762388721,2260.8394593737744,1.3916869224048398,0.056753892261295374,0.0316581738184647
Zcchc4,BM,False,1523.0722150946272,1523.5158347102154,1525.2762468758203,0.4990914769866872,0.056753892261295374,0.0962654902569069
Fam114a1,OU2,True,2247.662271342456,2246.8848278920577,2245.0811381811363,1.0677968335299384,0.01540537649643895,0.6466670494423665
Pi4k2b,OU1,False,2403.961937561148,2400.5758025155887,2400.6946480036454,1.9500577823795802,0.01540537649643895,1.0230199700438565
D5Ertd579e,OU2,True,1872.884998330557,1871.7286326401431,1865.6384881053232,0.7364643701784794,0.01540537649643895,1.3929839439588672
Rfc1,OU2,True,2215.3765192697747,2214.8429288078923,2214.7213898084315,1.250037589316253,0.01540537649643895,0.4901852003088818
Grpel1,OU1,False,2415.345974912177,2409.374742322702,2411.323024200838,2.2808442161905926,0.10893246187363835,0.022720363703369273
Lias,OU2,True,1720.3094185932214,1720.1260641439133,1719.3272351756154,0.662216169912552,0.029568819352885703,0.3290062539209062
Ugdh,OU2,True,2818.2725157187137,2815.7658011098138,2810.1578865274328,3.092496228699798,0.029568819352885703,0.46507801957025485
Pds5a,OU1,False,1950.8801039461794,1948.7949757397282,1950.794400169123,0.9740329391217141,0.10893246187363835,0.0032541179082139493
Ube2k,OU1,False,2308.2626742323437,2305.843228478511,2306.65580479051,3.678851824131688,0.029568819352885703,0.17602535383684792
Apbb2,OU2,True,2418.445503316993,2414.5933901526514,2412.74539352629,1.9965095525226328,0.10893246187363835,0.335424796673367
Guf1,BM,False,1473.222305443791,1475.222305443791,1477.222305443791,0.576204348331027,0.0,3.880662052868664
Gnpda2,OU1,False,1579.1210750927528,1574.6231486361703,1574.6667305188303,0.6511476074643403,0.10893246187363835,0.5454478621433667
Commd8,OU1,False,2028.8744776032956,2026.1184441190135,2027.6459388869403,0.999905711221813,0.10893246187363835,0.08536436773063105
Slc30a9,OU1,False,2131.323979654524,2123.004527889556,2123.799201619293,1.0105665722592412,0.10893246187363835,0.648759050163318
Fip1l1,OU2,True,2381.5794298549895,2380.394401032124,2373.4608902114583,2.4683427867196,0.01540537649643895,0.89052216295772
Chic2,OU1,False,1386.2024614813333,1380.402740386928,1381.8258747095392,0.5514956238608048,0.056753892261295374,0.3615922950230348
Srd5a3,OU1,False,1856.9200124825445,1849.1897615899197,1851.1416444806623,0.8543487169444149,0.10893246187363835,0.10406598067115613
Clock,OU2,True,2055.867272133848,2056.2197198075974,2055.1469012674215,0.9474709776749057,0.029568819352885703,0.6489685183587213
Ppat,OU2,True,1943.5984218317765,1935.9601974103125,1935.2154137459536,0.8324045491534445,0.10893246187363835,0.7950531999940571
Paics,OU2,True,2763.134041157618,2758.504195561478,2756.1318129040856,2.707318056702384,0.10893246187363835,0.2102954036508926
Rest,OU1,False,2169.51022294557,2168.9640170148164,2169.4980929346784,1.2055989895645816,0.01540537649643895,0.1584883383431981
Polr2b,BM,False,2302.7588845463597,2302.941083903992,2304.7215282294,1.0889618068266984,0.01540537649643895,0.13943750497339913
Cenpc1,OU2,True,1455.637723555178,1455.4898531007727,1453.537236575696,0.4457094674403468,0.01540537649643895,1.4669676598705457
Dr1,OU1,False,1760.4186063195618,1759.8100735219361,1761.779236751001,0.6901492049798124,0.029568819352885703,0.0717931525622646
Mtf2,BM,False,1619.7973209898328,1620.5287263866267,1622.5280169868302,0.5602875567961306,0.01540537649643895,0.01028007435331979
Dipk1a,BM,False,1380.0615512714692,1382.0615512714692,1383.5986663098593,0.43486688605257956,0.0,0.9797539503058115
Cdc7,OU1,False,1646.8979492452456,1644.3892695845084,1646.037738153114,0.5529072812451005,0.10893246187363835,0.14836087562299305
Zfp326,OU1,False,1546.4875080376291,1545.4409712719064,1547.3131186332678,0.7663421951671792,0.056753892261295374,0.03447763041945695
Sparcl1,OU1,False,1323.1336667188748,1319.5853726611426,1321.5848388988343,0.4225389089083315,0.029568819352885703,0.03514840514892548
Nudt9,OU1,False,1833.947714245273,1832.4876949673999,1833.7878053949532,0.8436583300393384,0.10893246187363835,0.08151929721973783
Aff1,OU2,True,2072.001201492116,2070.8815263128836,2069.7682350807754,0.9203333995273624,0.056753892261295374,0.2759875299850263
Coq2,OU1,False,2010.2826104140368,2002.206803040304,2003.1429702595804,1.0337908656797425,0.10893246187363835,0.6116093639428977
Enoph1,OU1,False,2111.925425767127,2110.4399713356693,2110.483131494932,1.0018443590397748,0.056753892261295374,0.19614161475968306
Hnrnpdl,OU1,False,2541.9010212775916,2539.1528485150848,2540.997410590999,2.6640466033242043,0.10893246187363835,0.06170144040659853
Prkg2,OU2,True,2748.7226371895117,2745.9397249038975,2740.9181058861427,3.2487553019428095,0.01540537649643895,0.6257324944312552
Antxr2,OU1,False,2433.820034900643,2431.8257705153405,2432.862891547906,1.4104553270240734,0.029568819352885703,0.3739480625819418
Tpst2,OU1,False,2491.5454521181814,2486.352204751196,2488.279095270117,2.2710231560831815,0.10893246187363835,0.02676485908500492
Tfip11,OU1,False,1825.6162211370574,1824.4636733874024,1826.217021115758,0.6172019843762255,0.056753892261295374,0.060727454267744285
Rfc5,OU2,True,2205.84969729261,2207.0779801523754,2205.062571363752,0.8911264034497212,0.008026212415338536,0.4426584577892818
Wsb2,OU2,True,2136.4995251503183,2133.8206681250094,2131.6997649510777,1.0795488017413053,0.10893246187363835,0.6365242273980245
Dck,OU2,True,1974.2302557000733,1976.2212271134988,1970.0858888172277,0.6758750033551788,0.002178649237472767,1.2292505316357536
Gtf2h3,OU1,False,2211.452602620973,2205.279216422893,2207.240609159238,1.4315486913700055,0.10893246187363835,0.009838628828224394
Eif2b1,OU1,False,2489.7684799565086,2487.156983239668,2488.9593740806426,1.8557653064162651,0.10893246187363835,0.06946912869089594
Ddx55,OU2,True,1712.81825755308,1712.7827757579987,1712.4900158111482,0.6153314365278519,0.01540537649643895,0.2843872621326291
Tmed2,OU1,False,2633.1238539628675,2625.994484058696,2626.556815845538,9.390039356836478,0.10893246187363835,0.549752993809471
